Year	Year	Author(s)	Author Wikipedia Entry	Won/Nominated	Work	Work Wikipedia Entry	Publisher or publication	Publisher or publication Wikipedia Entry
1989	1989	Denton, Bradley	https://en.wikipedia.org//wiki/Bradley_Denton	Nominated	"The Calvin Coolidge Home for Dead Comedians"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1989	1989	Williams, Walter Jon	https://en.wikipedia.org//wiki/Walter_Jon_Williams	Nominated	"Surfacing"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1990	1990	Bujold, Lois McMaster	https://en.wikipedia.org//wiki/Lois_McMaster_Bujold	Won	"The Mountains of Mourning"	https://en.wikipedia.org//wiki/The_Mountains_of_Mourning	Analog Science Fact & Fiction	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1990	1990	Shepard, Lucius	https://en.wikipedia.org//wiki/Lucius_Shepard	Nominated	"The Father of Stones"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1990	1990	Lindholm, Megan	https://en.wikipedia.org//wiki/Megan_Lindholm	Nominated	"A Touch of Lavender"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1990	1990	Willis, Connie	https://en.wikipedia.org//wiki/Connie_Willis	Nominated	"Time-Out"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1990	1990	Moffett, Judith	https://en.wikipedia.org//wiki/Judith_Moffett	Nominated	"Tiny Tango"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1991	1991	Haldeman, Joe	https://en.wikipedia.org//wiki/Joe_Haldeman	Won	"The Hemingway Hoax"	https://en.wikipedia.org//wiki/The_Hemingway_Hoax	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1991	1991	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Nominated	"Bully!"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1991	1991	Robinson, Kim Stanley	https://en.wikipedia.org//wiki/Kim_Stanley_Robinson	Nominated	"A Short, Sharp Shock"	https://en.wikipedia.org//wiki/A_Short,_Sharp_Shock	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1991	1991	Murphy, Pat	https://en.wikipedia.org//wiki/Pat_Murphy_(writer)	Nominated	"Bones"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1991	1991	Cadigan, Pat	https://en.wikipedia.org//wiki/Pat_Cadigan	Nominated	"Fool to Believe"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1992	1992	Kress, Nancy	https://en.wikipedia.org//wiki/Nancy_Kress	Won	"Beggars in Spain"	https://en.wikipedia.org//wiki/Beggars_in_Spain	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1992	1992	Rusch, Kristine Kathryn	https://en.wikipedia.org//wiki/Kristine_Kathryn_Rusch	Nominated	"The Gallery of His Dreams"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1992	1992	Willis, Connie	https://en.wikipedia.org//wiki/Connie_Willis	Nominated	"Jack"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1992	1992	Swanwick, Michael	https://en.wikipedia.org//wiki/Michael_Swanwick	Nominated	Griffin's Egg		St. Martin's Press	https://en.wikipedia.org//wiki/St._Martin%27s_Press
1992	1992	Kress, Nancy	https://en.wikipedia.org//wiki/Nancy_Kress	Nominated	"And Wild for to Hold"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1993	1993	Shepard, Lucius	https://en.wikipedia.org//wiki/Lucius_Shepard	Won	"Barnacle Bill the Spacer"	https://en.wikipedia.org//w/index.php?title=Barnacle_Bill_the_Spacer&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1993	1993	Pohl, Frederik	https://en.wikipedia.org//wiki/Frederik_Pohl	Nominated	Stopping at Slowyear	https://en.wikipedia.org//wiki/Stopping_at_Slowyear	Bantam Spectra	https://en.wikipedia.org//wiki/Bantam_Spectra
1993	1993	McHugh, Maureen F.	https://en.wikipedia.org//wiki/Maureen_F._McHugh	Nominated	"Protection"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1993	1993	Carroll, Jonathan	https://en.wikipedia.org//wiki/Jonathan_Carroll	Nominated	"Uh-Oh City"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1993	1993	Denton, Bradley	https://en.wikipedia.org//wiki/Bradley_Denton	Nominated	"The Territory"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1994	1994	Turtledove, Harry	https://en.wikipedia.org//wiki/Harry_Turtledove	Won	"Down in the Bottomlands"	https://en.wikipedia.org//wiki/Down_in_the_Bottomlands	Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1994	1994	Williams, Walter Jon	https://en.wikipedia.org//wiki/Walter_Jon_Williams	Nominated	"Wall, Stone, Craft"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1994	1994	Nordley, G. David	https://en.wikipedia.org//wiki/G._David_Nordley	Nominated	"Into the Miranda Rift"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1994	1994	Cady, Jack	https://en.wikipedia.org//wiki/Jack_Cady	Nominated	"The Night We Buried Road Dog"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1994	1994	Murphy, Pat	https://en.wikipedia.org//wiki/Pat_Murphy_(writer)	Nominated	"An American Childhood"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1994	1994	Ellison, Harlan	https://en.wikipedia.org//wiki/Harlan_Ellison	Nominated	"Mefisto In Onyx"		Omni	https://en.wikipedia.org//wiki/Omni_(magazine)
1995	1995	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Won	"Seven Views of Olduvai Gorge"	https://en.wikipedia.org//wiki/Seven_Views_of_Olduvai_Gorge	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1995	1995	Stableford, Brian	https://en.wikipedia.org//wiki/Brian_Stableford	Nominated	"Les Fleurs du Mal"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1995	1995	Le Guin, Ursula K.	https://en.wikipedia.org//wiki/Ursula_K._Le_Guin	Nominated	"Forgiveness Day"	https://en.wikipedia.org//wiki/Four_Ways_to_Forgiveness	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1995	1995	Bishop, Michael	https://en.wikipedia.org//wiki/Michael_Bishop_(author)	Nominated	"Cri de Coeur"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1995	1995	Flynn, Michael F.	https://en.wikipedia.org//wiki/Michael_F._Flynn	Nominated	"Melodies of the Heart"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1996	1996	Steele, Allen	https://en.wikipedia.org//wiki/Allen_Steele	Won	"The Death of Captain Future"	https://en.wikipedia.org//w/index.php?title=The_Death_of_Captain_Future&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1996	1996	Le Guin, Ursula K.	https://en.wikipedia.org//wiki/Ursula_K._Le_Guin	Nominated	"A Woman's Liberation"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1996	1996	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Nominated	"Bibi"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1996	1996	Shwartz, Susan	https://en.wikipedia.org//wiki/Susan_Shwartz	Nominated	"Bibi"	https://en.wikipedia.org//w/index.php?title=The_Death_of_Captain_Future&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1996	1996	Le Guin, Ursula K.	https://en.wikipedia.org//wiki/Ursula_K._Le_Guin	Nominated	"A Man of the People"	https://en.wikipedia.org//wiki/A_Man_of_the_People_(short_story)	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1996	1996	Kress, Nancy	https://en.wikipedia.org//wiki/Nancy_Kress	Nominated	"Fault Lines"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1997	1997	Martin, George R. R.	https://en.wikipedia.org//wiki/George_R._R._Martin	Won	"Blood of the Dragon"	https://en.wikipedia.org//w/index.php?title=Blood_of_the_Dragon_(novella)&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1997	1997	McDevitt, Jack	https://en.wikipedia.org//wiki/Jack_McDevitt	Nominated	"Time Travelers Never Die"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1997	1997	Benford, Gregory	https://en.wikipedia.org//wiki/Gregory_Benford	Nominated	"Immersion"		SF Age
1997	1997	Oltion, Jerry	https://en.wikipedia.org//wiki/Jerry_Oltion	Nominated	"Abandon in Place"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1997	1997	Rosenblum, Mary	https://en.wikipedia.org//wiki/Mary_Rosenblum	Nominated	"Gas Fish"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1997	1997	McHugh, Maureen F.	https://en.wikipedia.org//wiki/Maureen_F._McHugh	Nominated	"The Cost to Be Wise"		Starlight #1 (Tor Books)	https://en.wikipedia.org//wiki/Starlight_(anthology_series)
1998	1998	Steele, Allen	https://en.wikipedia.org//wiki/Allen_Steele	Won	"...Where Angels Fear to Tread"	https://en.wikipedia.org//w/index.php?title=...Where_Angels_Fear_to_Tread&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1998	1998	Castro, Adam-Troy	https://en.wikipedia.org//wiki/Adam-Troy_Castro	Nominated	"The Funeral March of the Marionettes"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1998	1998	Landis, Geoffrey A.	https://en.wikipedia.org//wiki/Geoffrey_A._Landis	Nominated	"Ecopoiesis"		SF Age
1998	1998	Levinson, Paul	https://en.wikipedia.org//wiki/Paul_Levinson	Nominated	"Loose Ends"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1998	1998	Reed, Robert	https://en.wikipedia.org//wiki/Robert_Reed_(author)	Nominated	"Marrow"		SF Age
1999	1999	Egan, Greg	https://en.wikipedia.org//wiki/Greg_Egan	Won	"Oceanic"	https://en.wikipedia.org//wiki/Oceanic_(novella)	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1999	1999	Asaro, Catherine	https://en.wikipedia.org//wiki/Catherine_Asaro	Nominated	"Aurora in Four Voices"	https://en.wikipedia.org//wiki/Aurora_in_Four_Voices	Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1999	1999	Chiang, Ted	https://en.wikipedia.org//wiki/Ted_Chiang	Nominated	"Story of Your Life"	https://en.wikipedia.org//wiki/Story_of_Your_Life	Starlight #2 (Tor Books)	https://en.wikipedia.org//wiki/Starlight_(anthology_series)
1999	1999	Bisson, Terry	https://en.wikipedia.org//wiki/Terry_Bisson	Nominated	"Get Me to the Church on Time"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1999	1999	MacLeod, Ian R.	https://en.wikipedia.org//wiki/Ian_R._MacLeod	Nominated	"The Summer Isles"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2000	2000	Willis, Connie	https://en.wikipedia.org//wiki/Connie_Willis	Won	"The Winds of Marble Arch"	https://en.wikipedia.org//wiki/The_Winds_of_Marble_Arch	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2000	2000	Turtledove, Harry	https://en.wikipedia.org//wiki/Harry_Turtledove	Nominated	"Forty, Counting Down"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2000	2000	Castro, Adam-Troy	https://en.wikipedia.org//wiki/Adam-Troy_Castro	Nominated	"The Astronaut from Wyoming"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2000	2000	Oltion, Jerry	https://en.wikipedia.org//wiki/Jerry_Oltion	Nominated	"The Astronaut from Wyoming"	https://en.wikipedia.org//wiki/The_Winds_of_Marble_Arch	Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2000	2000	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Nominated	"Hunting the Snark"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2000	2000	Baker, Kage	https://en.wikipedia.org//wiki/Kage_Baker	Nominated	"Son Observe the Time"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2001	2001	Williamson, Jack	https://en.wikipedia.org//wiki/Jack_Williamson	Won	"The Ultimate Earth"	https://en.wikipedia.org//w/index.php?title=The_Ultimate_Earth&action=edit&redlink=1	Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2001	2001	Asaro, Catherine	https://en.wikipedia.org//wiki/Catherine_Asaro	Nominated	"A Roll of the Dice"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2001	2001	Rusch, Kristine Kathryn	https://en.wikipedia.org//wiki/Kristine_Kathryn_Rusch	Nominated	"The Retrieval Artist"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2001	2001	Egan, Greg	https://en.wikipedia.org//wiki/Greg_Egan	Nominated	"Oracle"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2001	2001	Chiang, Ted	https://en.wikipedia.org//wiki/Ted_Chiang	Nominated	"Seventy-Two Letters"		Vanishing Acts (Tor Books)	https://en.wikipedia.org//wiki/Tor_Books
2001	2001	Shepard, Lucius	https://en.wikipedia.org//wiki/Lucius_Shepard	Nominated	"Radiant Green Star"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2002	2002	Vinge, Vernor	https://en.wikipedia.org//wiki/Vernor_Vinge	Won	"Fast Times at Fairmont High"	https://en.wikipedia.org//wiki/Fast_Times_at_Fairmont_High	The Collected Stories of Vernor Vinge	https://en.wikipedia.org//wiki/The_Collected_Stories_of_Vernor_Vinge
2002	2002	Steele, Allen	https://en.wikipedia.org//wiki/Allen_Steele	Nominated	"Stealing Alabama"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2002	2002	Clough, Brenda	https://en.wikipedia.org//wiki/Brenda_Clough	Nominated	"May Be Some Time"	https://en.wikipedia.org//wiki/May_Be_Some_Time	Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2002	2002	Duncan, Andy	https://en.wikipedia.org//wiki/Andy_Duncan_(writer)	Nominated	"The Chief Designer"	https://en.wikipedia.org//wiki/The_Chief_Designer_(novella)	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2002	2002	Dann, Jack	https://en.wikipedia.org//wiki/Jack_Dann	Nominated	"The Diamond Pit"	https://en.wikipedia.org//wiki/The_Diamond_Pit	Jubilee (Tor Books)	https://en.wikipedia.org//wiki/Jubilee_(collection)
2003	2003	Gaiman, Neil	https://en.wikipedia.org//wiki/Neil_Gaiman	Won	Coraline	https://en.wikipedia.org//wiki/Coraline	HarperCollins	https://en.wikipedia.org//wiki/HarperCollins
2003	2003	Chwedyk, Richard	https://en.wikipedia.org//wiki/Richard_Chwedyk	Nominated	"Brontë's Egg"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2003	2003	MacLeod, Ian R.	https://en.wikipedia.org//wiki/Ian_R._MacLeod	Nominated	"Breathmoss"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2003	2003	Filippo, Paul Di	https://en.wikipedia.org//wiki/Paul_Di_Filippo	Nominated	A Year in the Linear City		PS Publishing	https://en.wikipedia.org//wiki/PS_Publishing
2003	2003	Finlay, Charles Coleman	https://en.wikipedia.org//wiki/Charles_Coleman_Finlay	Nominated	"The Political Officer"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2003	2003	Forde, Pat		Nominated	"In Spirit"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2004	2004	Vinge, Vernor	https://en.wikipedia.org//wiki/Vernor_Vinge	Won	"The Cookie Monster"	https://en.wikipedia.org//wiki/The_Cookie_Monster_(novella)	Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2004	2004	Baker, Kage	https://en.wikipedia.org//wiki/Kage_Baker	Nominated	"The Empress of Mars"	https://en.wikipedia.org//wiki/The_Empress_of_Mars	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2004	2004	Willis, Connie	https://en.wikipedia.org//wiki/Connie_Willis	Nominated	"Just Like the Ones We Used to Know"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2004	2004	Williams, Walter Jon	https://en.wikipedia.org//wiki/Walter_Jon_Williams	Nominated	"The Green Leopard Plague"	https://en.wikipedia.org//wiki/The_Green_Leopard_Plague	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2004	2004	Asaro, Catherine	https://en.wikipedia.org//wiki/Catherine_Asaro	Nominated	"Walk in Silence"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2005	2005	Stross, Charles	https://en.wikipedia.org//wiki/Charles_Stross	Won	"The Concrete Jungle"	https://en.wikipedia.org//wiki/The_Concrete_Jungle	The Atrocity Archives	https://en.wikipedia.org//wiki/The_Atrocity_Archives
2005	2005	Denton, Bradley	https://en.wikipedia.org//wiki/Bradley_Denton	Nominated	"Sergeant Chip"	https://en.wikipedia.org//wiki/Sergeant_Chip	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2005	2005	Stross, Charles	https://en.wikipedia.org//wiki/Charles_Stross	Nominated	"Elector"	https://en.wikipedia.org//wiki/Accelerando_(novel)#Plot_summary	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2005	2005	Bujold, Lois McMaster	https://en.wikipedia.org//wiki/Lois_McMaster_Bujold	Nominated	"Winterfair Gifts"	https://en.wikipedia.org//wiki/Vorkosigan_Saga#.22Winterfair_Gifts.22	Irresistible Forces (New American Library)	https://en.wikipedia.org//wiki/New_American_Library
2005	2005	Burstein, Michael A.	https://en.wikipedia.org//wiki/Michael_A._Burstein	Nominated	"Time Ablaze"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2006	2006	Willis, Connie	https://en.wikipedia.org//wiki/Connie_Willis	Won	"Inside Job"	https://en.wikipedia.org//wiki/Inside_Job_(novella)	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2006	2006	Kelly, James Patrick	https://en.wikipedia.org//wiki/James_Patrick_Kelly	Nominated	Burn	https://en.wikipedia.org//wiki/Burn_(novella)	Tachyon Publications	https://en.wikipedia.org//wiki/Tachyon_Publications
2006	2006	Link, Kelly	https://en.wikipedia.org//wiki/Kelly_Link	Nominated	"Magic for Beginners"	https://en.wikipedia.org//wiki/Magic_for_Beginners_(novella)	Magic for Beginners (Small Beer Press)	https://en.wikipedia.org//wiki/Magic_for_Beginners_(anthology)
2006	2006	McDonald, Ian	https://en.wikipedia.org//wiki/Ian_McDonald_(author)	Nominated	"The Little Goddess"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2006	2006	Sawyer, Robert J.	https://en.wikipedia.org//wiki/Robert_J._Sawyer	Nominated	"Identity Theft"		Down These Dark Spaceways (Science Fiction Book Club)	https://en.wikipedia.org//wiki/Science_Fiction_Book_Club
2007	2007	Reed, Robert	https://en.wikipedia.org//wiki/Robert_Reed_(author)	Won	"A Billion Eves"	https://en.wikipedia.org//w/index.php?title=A_Billion_Eves&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2007	2007	Swanwick, Michael	https://en.wikipedia.org//wiki/Michael_Swanwick	Nominated	"Lord Weary's Empire"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2007	2007	Wilson, Robert Charles	https://en.wikipedia.org//wiki/Robert_Charles_Wilson	Nominated	Julian: A Christmas Story	https://en.wikipedia.org//wiki/Julian:_A_Christmas_Story	PS Publishing	https://en.wikipedia.org//wiki/PS_Publishing
2007	2007	Melko, Paul	https://en.wikipedia.org//wiki/Paul_Melko	Nominated	"The Walls of the Universe"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2007	2007	Shunn, William	https://en.wikipedia.org//wiki/William_Shunn	Nominated	"Inclination"	https://en.wikipedia.org//wiki/Inclination_(novella)	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2008	2008	Willis, Connie	https://en.wikipedia.org//wiki/Connie_Willis	Won	"All Seated on the Ground"	https://en.wikipedia.org//wiki/All_Seated_on_the_Ground	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2008	2008	Rusch, Kristine Kathryn	https://en.wikipedia.org//wiki/Kristine_Kathryn_Rusch	Nominated	"Recovering Apollo 8"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2008	2008	Kress, Nancy	https://en.wikipedia.org//wiki/Nancy_Kress	Nominated	"Fountain of Age"	https://en.wikipedia.org//wiki/Fountain_of_Age	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2008	2008	Shepard, Lucius	https://en.wikipedia.org//wiki/Lucius_Shepard	Nominated	"Stars Seen Through Stone"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2008	2008	Wolfe, Gene	https://en.wikipedia.org//wiki/Gene_Wolfe	Nominated	"Memorare"	https://en.wikipedia.org//wiki/Memorare_(novella)	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2009	2009	Kress, Nancy	https://en.wikipedia.org//wiki/Nancy_Kress	Won	"The Erdmann Nexus"	https://en.wikipedia.org//w/index.php?title=The_Erdmann_Nexus&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2009	2009	Reed, Robert	https://en.wikipedia.org//wiki/Robert_Reed_(author)	Nominated	"Truth"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2009	2009	McDonald, Ian	https://en.wikipedia.org//wiki/Ian_McDonald_(author)	Nominated	"The Tear"		Galactic Empires (Science Fiction Book Club)	https://en.wikipedia.org//wiki/Galactic_Empires_(anthology)
2009	2009	Rosenbaum, Benjamin	https://en.wikipedia.org//wiki/Benjamin_Rosenbaum	Nominated	"True Names"		Fast Forward 2 (Pyr)	https://en.wikipedia.org//wiki/Pyr_(publisher)
2009	2009	Doctorow, Cory	https://en.wikipedia.org//wiki/Cory_Doctorow	Nominated	"True Names"	https://en.wikipedia.org//w/index.php?title=The_Erdmann_Nexus&action=edit&redlink=1	Fast Forward 2 (Pyr)	https://en.wikipedia.org//wiki/Pyr_(publisher)
2009	2009	Finlay, Charles Coleman	https://en.wikipedia.org//wiki/Charles_Coleman_Finlay	Nominated	"The Political Prisoner"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2010	2010	Stross, Charles	https://en.wikipedia.org//wiki/Charles_Stross	Won	"Palimpsest"	https://en.wikipedia.org//wiki/Palimpsest_(novella)	Wireless (Ace Books)	https://en.wikipedia.org//wiki/Wireless:_The_Essential_Charles_Stross
2010	2010	Kress, Nancy	https://en.wikipedia.org//wiki/Nancy_Kress	Nominated	"Act One"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2010	2010	Scalzi, John	https://en.wikipedia.org//wiki/John_Scalzi	Nominated	The God Engines	https://en.wikipedia.org//wiki/The_God_Engines	Subterranean Press	https://en.wikipedia.org//wiki/Subterranean_Press
2010	2010	Morrow, James	https://en.wikipedia.org//wiki/James_Morrow	Nominated	Shambling Towards Hiroshima		Tachyon Publications	https://en.wikipedia.org//wiki/Tachyon_Publications
2010	2010	McDonald, Ian	https://en.wikipedia.org//wiki/Ian_McDonald_(author)	Nominated	"Vishnu at the Cat Circus"		Cyberabad Days (Pyr)	https://en.wikipedia.org//wiki/Pyr_(publisher)
2010	2010	Baker, Kage	https://en.wikipedia.org//wiki/Kage_Baker	Nominated	The Women of Nell Gwynne's		Subterranean Press	https://en.wikipedia.org//wiki/Subterranean_Press
2011	2011	Chiang, Ted	https://en.wikipedia.org//wiki/Ted_Chiang	Won	The Lifecycle of Software Objects	https://en.wikipedia.org//wiki/The_Lifecycle_of_Software_Objects	Subterranean Press	https://en.wikipedia.org//wiki/Subterranean_Press
2011	2011	Swirsky, Rachel	https://en.wikipedia.org//wiki/Rachel_Swirsky	Nominated	"The Lady Who Plucked Red Flowers beneath the Queen's Window"	https://en.wikipedia.org//wiki/The_Lady_Who_Plucked_Red_Flowers_beneath_the_Queen%27s_Window	Subterranean Magazine	https://en.wikipedia.org//wiki/Subterranean_Magazine
2011	2011	Hand, Elizabeth	https://en.wikipedia.org//wiki/Elizabeth_Hand	Nominated	"The Maiden Flight of McCauley's Bellerophon"	https://en.wikipedia.org//wiki/The_Maiden_Flight_of_McCauley%27s_Bellerophon	Stories: New Tales (Morrow)	https://en.wikipedia.org//wiki/William_Morrow_and_Company
2011	2011	Landis, Geoffrey A.	https://en.wikipedia.org//wiki/Geoffrey_A._Landis	Nominated	"The Sultan of the Clouds"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2011	2011	Reynolds, Alastair	https://en.wikipedia.org//wiki/Alastair_Reynolds	Nominated	"Troika"		Godlike Machines (Science Fiction Book Club)	https://en.wikipedia.org//wiki/Book_of_the_Month_Club
