

Year	Year	Author(s)	Author Wikipedia Entry	Won/Nominated	Work	Work Wikipedia Entry	Publisher or publication	Publisher or publication Wikipedia Entry
1990	1990	Silverberg, Robert	https://en.wikipedia.org//wiki/Robert_Silverberg	Won	"Enter a Soldier. Later: Enter Another"	https://en.wikipedia.org//w/index.php?title=Enter_a_Soldier._Later:_Enter_Another&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1990	1990	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Nominated	"For I Have Touched the Sky"	https://en.wikipedia.org//wiki/Kirinyaga_(novel)	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1990	1990	Effinger, George Alec	https://en.wikipedia.org//wiki/George_Alec_Effinger	Nominated	"Everything But Honor"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1990	1990	Willis, Connie	https://en.wikipedia.org//wiki/Connie_Willis	Nominated	"At the Rialto"		Omni	https://en.wikipedia.org//wiki/Omni_(magazine)
1990	1990	Kress, Nancy	https://en.wikipedia.org//wiki/Nancy_Kress	Nominated	"The Price of Oranges"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1990	1990	Card, Orson Scott	https://en.wikipedia.org//wiki/Orson_Scott_Card	Nominated	"Dogwalker"	https://en.wikipedia.org//wiki/Dogwalker	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1991	1991	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Won	"The Manamouki"	https://en.wikipedia.org//wiki/Kirinyaga_(novel)	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1991	1991	Sheffield, Charles	https://en.wikipedia.org//wiki/Charles_Sheffield	Nominated	"A Braver Thing"	https://en.wikipedia.org//wiki/A_Braver_Thing	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1991	1991	Chiang, Ted	https://en.wikipedia.org//wiki/Ted_Chiang	Nominated	"Tower of Babylon"	https://en.wikipedia.org//wiki/Tower_of_Babylon_(story)	Omni	https://en.wikipedia.org//wiki/Omni_(magazine)
1991	1991	ab Hugh, Dafydd	https://en.wikipedia.org//wiki/Dafydd_ab_Hugh	Nominated	"The Coon Rolled Down and Ruptured His Larinks, A Squeezed Novel by Mr. Skunk"	https://en.wikipedia.org//wiki/The_Coon_Rolled_Down_and_Ruptured_His_Larinks,_A_Squeezed_Novel_by_Mr._Skunk	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1991	1991	Soukup, Martha	https://en.wikipedia.org//wiki/Martha_Soukup	Nominated	"Over the Long Haul"		Amazing Stories	https://en.wikipedia.org//wiki/Amazing_Stories
1992	1992	Asimov, Isaac	https://en.wikipedia.org//wiki/Isaac_Asimov	Won	"Gold"	https://en.wikipedia.org//wiki/Gold_(Asimov_short_story)	Analog Science Fact & Fiction	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1992	1992	Cadigan, Pat	https://en.wikipedia.org//wiki/Pat_Cadigan	Nominated	"Dispatches from the Revolution"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1992	1992	Willis, Connie	https://en.wikipedia.org//wiki/Connie_Willis	Nominated	"Miracle"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1992	1992	Waldrop, Howard	https://en.wikipedia.org//wiki/Howard_Waldrop	Nominated	"Fin de Cyclé"		Night of the Cooters: More Neat Stories (Mark V. Ziesing)	https://en.wikipedia.org//wiki/Mark_V._Ziesing
1992	1992	Chiang, Ted	https://en.wikipedia.org//wiki/Ted_Chiang	Nominated	"Understand"	https://en.wikipedia.org//wiki/Understand_(story)	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1993	1993	Kagan, Janet	https://en.wikipedia.org//wiki/Janet_Kagan	Won	"The Nutcracker Coup"	https://en.wikipedia.org//w/index.php?title=The_Nutcracker_Coup&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1993	1993	Sargent, Pamela	https://en.wikipedia.org//wiki/Pamela_Sargent	Nominated	"Danny Goes to Mars"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1993	1993	Cadigan, Pat	https://en.wikipedia.org//wiki/Pat_Cadigan	Nominated	"True Faces"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1993	1993	Shwartz, Susan	https://en.wikipedia.org//wiki/Susan_Shwartz	Nominated	"Suppose They Gave a Peace..."		Alternate Presidents (Tor Books)	https://en.wikipedia.org//wiki/Alternate_Presidents
1993	1993	Malzberg, Barry N.	https://en.wikipedia.org//wiki/Barry_N._Malzberg	Nominated	"In the Stone House"		Alternate Kennedys (Tor Books)	https://en.wikipedia.org//wiki/Tor_Books
1994	1994	Sheffield, Charles	https://en.wikipedia.org//wiki/Charles_Sheffield	Won	"Georgia on My Mind"	https://en.wikipedia.org//wiki/Georgia_on_My_Mind_(novelette)	Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1994	1994	Kress, Nancy	https://en.wikipedia.org//wiki/Nancy_Kress	Nominated	"Dancing on Air"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1994	1994	Bisson, Terry	https://en.wikipedia.org//wiki/Terry_Bisson	Nominated	"The Shadow Knows"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1994	1994	Sterling, Bruce	https://en.wikipedia.org//wiki/Bruce_Sterling	Nominated	"Deep Eddy"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1994	1994	Kessel, John	https://en.wikipedia.org//wiki/John_Kessel	Nominated	"The Franchise"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1995	1995	Gerrold, David	https://en.wikipedia.org//wiki/David_Gerrold	Won	"The Martian Child"	https://en.wikipedia.org//wiki/The_Martian_Child	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1995	1995	Egan, Greg	https://en.wikipedia.org//wiki/Greg_Egan	Nominated	"Cocoon"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1995	1995	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Nominated	"A Little Knowledge"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1995	1995	Le Guin, Ursula K.	https://en.wikipedia.org//wiki/Ursula_K._Le_Guin	Nominated	"Solitude"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1995	1995	Landis, Geoffrey A.	https://en.wikipedia.org//wiki/Geoffrey_A._Landis	Nominated	"The Singular Habits of Wasps"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1995	1995	Le Guin, Ursula K.	https://en.wikipedia.org//wiki/Ursula_K._Le_Guin	Nominated	"The Matter of Seggri"		Crank
1996	1996	Kelly, James Patrick	https://en.wikipedia.org//wiki/James_Patrick_Kelly	Won	"Think Like a Dinosaur"	https://en.wikipedia.org//wiki/Think_Like_a_Dinosaur	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1996	1996	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Nominated	"When the Old Gods Die"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1996	1996	Steele, Allen	https://en.wikipedia.org//wiki/Allen_Steele	Nominated	"The Good Rat"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1996	1996	Turtledove, Harry	https://en.wikipedia.org//wiki/Harry_Turtledove	Nominated	"Must and Shall"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1996	1996	Egan, Greg	https://en.wikipedia.org//wiki/Greg_Egan	Nominated	"Luminous"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1996	1996	Egan, Greg	https://en.wikipedia.org//wiki/Greg_Egan	Nominated	"TAP"	https://en.wikipedia.org//wiki/TAP_(novelette)	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1997	1997	Sterling, Bruce	https://en.wikipedia.org//wiki/Bruce_Sterling	Won	"Bicycle Repairman"	https://en.wikipedia.org//wiki/Bicycle_Repairman	Intersections (Tor Books)	https://en.wikipedia.org//wiki/Tor_Books
1997	1997	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Nominated	"The Land of Nod"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1997	1997	Le Guin, Ursula K.	https://en.wikipedia.org//wiki/Ursula_K._Le_Guin	Nominated	"Mountain Ways"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1997	1997	Charnas, Suzy McKee	https://en.wikipedia.org//wiki/Suzy_McKee_Charnas	Nominated	"Beauty and the Opéra or The Phantom Beast"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1997	1997	Barton, William	https://en.wikipedia.org//wiki/William_Barton_(writer)	Nominated	"Age of Aquarius"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1998	1998	Johnson, Bill	https://en.wikipedia.org//wiki/Bill_Johnson_(author)	Won	"We Will Drink a Fish Together..."	https://en.wikipedia.org//w/index.php?title=We_Will_Drink_a_Fish_Together...&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1998	1998	Gardner, James Alan	https://en.wikipedia.org//wiki/James_Alan_Gardner	Nominated	"Three Hearings on the Existence of Snakes in the Human Bloodstream"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1998	1998	Baxter, Stephen	https://en.wikipedia.org//wiki/Stephen_Baxter	Nominated	"Moon Six"	https://en.wikipedia.org//wiki/Moon_Six	SF Age
1998	1998	Burstein, Michael A.	https://en.wikipedia.org//wiki/Michael_A._Burstein	Nominated	"Broken Symmetry"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1998	1998	Sanders, William	https://en.wikipedia.org//wiki/William_Sanders_(writer)	Nominated	"The Undiscovered"	https://en.wikipedia.org//wiki/The_Undiscovered	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1999	1999	Sterling, Bruce	https://en.wikipedia.org//wiki/Bruce_Sterling	Won	"Taklamakan"	https://en.wikipedia.org//wiki/Taklamakan_(story)	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1999	1999	Rusch, Kristine Kathryn	https://en.wikipedia.org//wiki/Kristine_Kathryn_Rusch	Nominated	"Echea"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1999	1999	Steele, Allen	https://en.wikipedia.org//wiki/Allen_Steele	Nominated	"Zwarte Piet's Tale"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1999	1999	Kress, Nancy	https://en.wikipedia.org//wiki/Nancy_Kress	Nominated	"Steamship Soldier on the Information Front"		Future Histories (Horizon House)
1999	1999	Egan, Greg	https://en.wikipedia.org//wiki/Greg_Egan	Nominated	"The Planck Dive"	https://en.wikipedia.org//wiki/The_Planck_Dive	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1999	1999	Klages, Ellen	https://en.wikipedia.org//wiki/Ellen_Klages	Nominated	"Time Gypsy"		The Overlook Press)	https://en.wikipedia.org//wiki/Bending_the_Landscape#Bending_the_Landscape:_Science_Fiction
1999	1999	Wilson, Robert Charles	https://en.wikipedia.org//wiki/Robert_Charles_Wilson	Nominated	"Divided by Infinity"		Starlight #2 (Tor Books)	https://en.wikipedia.org//wiki/Starlight_(anthology_series)
2000	2000	Kelly, James Patrick	https://en.wikipedia.org//wiki/James_Patrick_Kelly	Won	"10 to 1"	https://en.wikipedia.org//wiki/10%5E16_to_1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2000	2000	Arnason, Eleanor	https://en.wikipedia.org//wiki/Eleanor_Arnason	Nominated	"Stellar Harvest"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2000	2000	Egan, Greg	https://en.wikipedia.org//wiki/Greg_Egan	Nominated	"Border Guards"		Interzone	https://en.wikipedia.org//wiki/Interzone_(magazine)
2000	2000	Jensen, Jan	https://en.wikipedia.org//wiki/Jan_Jensen	Nominated	"The Secret History of the Ornithopter"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2000	2000	Purdom, Tom	https://en.wikipedia.org//wiki/Tom_Purdom	Nominated	"Fossil Games"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2000	2000	MacLeod, Ian R.	https://en.wikipedia.org//wiki/Ian_R._MacLeod	Nominated	"The Chop Girl"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2001	2001	Rusch, Kristine Kathryn	https://en.wikipedia.org//wiki/Kristine_Kathryn_Rusch	Won	"Millennium Babies"	https://en.wikipedia.org//w/index.php?title=Millennium_Babies&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2001	2001	Baxter, Stephen	https://en.wikipedia.org//wiki/Stephen_Baxter	Nominated	"On the Orion Line"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2001	2001	Steele, Allen	https://en.wikipedia.org//wiki/Allen_Steele	Nominated	"Agape Among the Robots"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2001	2001	Schmidt, Stanley	https://en.wikipedia.org//wiki/Stanley_Schmidt	Nominated	"Generation Gap"		Artemis
2001	2001	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Nominated	"Redchapel"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2002	2002	Chiang, Ted	https://en.wikipedia.org//wiki/Ted_Chiang	Won	"Hell Is the Absence of God"	https://en.wikipedia.org//wiki/Hell_Is_the_Absence_of_God	Starlight #3 (Tor Books)	https://en.wikipedia.org//wiki/Starlight_(anthology_series)
2002	2002	Steele, Allen	https://en.wikipedia.org//wiki/Allen_Steele	Nominated	"The Days Between"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2002	2002	Kelly, James Patrick	https://en.wikipedia.org//wiki/James_Patrick_Kelly	Nominated	"Undone"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2002	2002	Stross, Charles	https://en.wikipedia.org//wiki/Charles_Stross	Nominated	"Lobsters"	https://en.wikipedia.org//wiki/Accelerando_(novel)#Plot_summary_and_breakdown_by_story	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2002	2002	Tourtellotte, Shane		Nominated	"The Return of Spring"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2003	2003	Swanwick, Michael	https://en.wikipedia.org//wiki/Michael_Swanwick	Won	"Slow Life"	https://en.wikipedia.org//wiki/Slow_Life_(novelette)	Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2003	2003	Le Guin, Ursula K.	https://en.wikipedia.org//wiki/Ursula_K._Le_Guin	Nominated	"The Wild Girls"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2003	2003	Stross, Charles	https://en.wikipedia.org//wiki/Charles_Stross	Nominated	"Halo"	https://en.wikipedia.org//wiki/Accelerando_(novel)#Plot_summary_and_breakdown_by_story	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2003	2003	McHugh, Maureen F.	https://en.wikipedia.org//wiki/Maureen_F._McHugh	Nominated	"Presence"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2003	2003	Frost, Gregory	https://en.wikipedia.org//wiki/Gregory_Frost	Nominated	"Madonna of the Maquiladora"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2004	2004	Swanwick, Michael	https://en.wikipedia.org//wiki/Michael_Swanwick	Won	"Legions in Time"	https://en.wikipedia.org//wiki/Legions_in_Time	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2004	2004	Ford, Jeffrey	https://en.wikipedia.org//wiki/Jeffrey_Ford	Nominated	"The Empire of Ice Cream"		Scifi.com	https://en.wikipedia.org//wiki/Syfy
2004	2004	Stross, Charles	https://en.wikipedia.org//wiki/Charles_Stross	Nominated	"Nightfall"	https://en.wikipedia.org//wiki/Accelerando_(novel)#Plot_summary_and_breakdown_by_story	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2004	2004	Lake, Jay	https://en.wikipedia.org//wiki/Jay_Lake	Nominated	"Into the Gardens of Sweet Night"		Writers of the Future #19 (Galaxy Press)	https://en.wikipedia.org//wiki/Writers_of_the_Future
2004	2004	Kelly, James Patrick	https://en.wikipedia.org//wiki/James_Patrick_Kelly	Nominated	"Bernardo's House"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2004	2004	Reed, Robert	https://en.wikipedia.org//wiki/Robert_Reed_(author)	Nominated	"Hexagons"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2005	2005	Link, Kelly	https://en.wikipedia.org//wiki/Kelly_Link	Won	"The Faery Handbag"	https://en.wikipedia.org//wiki/The_Faery_Handbag	The Faery Reel
2005	2005	Flynn, Michael F.	https://en.wikipedia.org//wiki/Michael_F._Flynn	Nominated	"The Clapping Hands of God"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2005	2005	Bacigalupi, Paolo	https://en.wikipedia.org//wiki/Paolo_Bacigalupi	Nominated	"The People of Sand and Slag"	https://en.wikipedia.org//wiki/The_People_of_Sand_and_Slag	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2005	2005	Rosenbaum, Benjamin	https://en.wikipedia.org//wiki/Benjamin_Rosenbaum	Nominated	"Biographical Notes to 'A Discourse on the Nature of Causality, with Airplanes', by Benjamin Rosenbaum"		All-Star Zeppelin Adventure Stories (Wheatland Press)	https://en.wikipedia.org//wiki/Wheatland_Press
2005	2005	Rowe, Christopher		Nominated	"The Voluntary State"		Scifi.com	https://en.wikipedia.org//wiki/Syfy
2006	2006	Beagle, Peter S.	https://en.wikipedia.org//wiki/Peter_S._Beagle	Won	"Two Hearts"	https://en.wikipedia.org//wiki/Two_Hearts_(story)	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2006	2006	Bacigalupi, Paolo	https://en.wikipedia.org//wiki/Paolo_Bacigalupi	Nominated	"The Calorie Man"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2006	2006	Burstein, Michael A.	https://en.wikipedia.org//wiki/Michael_A._Burstein	Nominated	"TelePresence"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2006	2006	Doctorow, Cory	https://en.wikipedia.org//wiki/Cory_Doctorow	Nominated	"I, Robot"	https://en.wikipedia.org//wiki/I,_Robot_(Cory_Doctorow)	The Infinite Matrix
2006	2006	Waldrop, Howard	https://en.wikipedia.org//wiki/Howard_Waldrop	Nominated	"The King of Where-I-Go"		Scifi.com	https://en.wikipedia.org//wiki/Syfy
2007	2007	McDonald, Ian	https://en.wikipedia.org//wiki/Ian_McDonald_(author)	Won	"The Djinn's Wife"	https://en.wikipedia.org//w/index.php?title=The_Djinn%27s_Wife&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2007	2007	Ryman, Geoff	https://en.wikipedia.org//wiki/Geoff_Ryman	Nominated	"Pol Pot's Beautiful Daughter"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2007	2007	Flynn, Michael F.	https://en.wikipedia.org//wiki/Michael_F._Flynn	Nominated	"Dawn, and Sunset, and the Colours of the Earth"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2007	2007	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Nominated	"All the Things You Are"		Jim Baen's Universe	https://en.wikipedia.org//wiki/Jim_Baen%27s_Universe
2007	2007	Bacigalupi, Paolo	https://en.wikipedia.org//wiki/Paolo_Bacigalupi	Nominated	"Yellow Card Man"	https://en.wikipedia.org//wiki/Yellow_Card_Man	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2008	2008	Chiang, Ted	https://en.wikipedia.org//wiki/Ted_Chiang	Won	"The Merchant and the Alchemist's Gate"	https://en.wikipedia.org//wiki/The_Merchant_and_the_Alchemist%27s_Gate	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2008	2008	Abraham, Daniel	https://en.wikipedia.org//wiki/Daniel_Abraham_(author)	Nominated	"The Cambist and Lord Iron: a Fairytale of Economics"		Logorrhea (Bantam Books)	https://en.wikipedia.org//wiki/Bantam_Books
2008	2008	Egan, Greg	https://en.wikipedia.org//wiki/Greg_Egan	Nominated	"Dark Integers"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2008	2008	Egan, Greg	https://en.wikipedia.org//wiki/Greg_Egan	Nominated	"Glory"		The New Space Opera	https://en.wikipedia.org//wiki/The_New_Space_Opera
2008	2008	Moles, David	https://en.wikipedia.org//wiki/David_Moles	Nominated	"Finisterra"	https://en.wikipedia.org//wiki/Finisterra_(novelette)	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2009	2009	Bear, Elizabeth	https://en.wikipedia.org//wiki/Elizabeth_Bear	Won	"Shoggoths in Bloom"	https://en.wikipedia.org//wiki/Shoggoths_in_Bloom	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2009	2009	Kessel, John	https://en.wikipedia.org//wiki/John_Kessel	Nominated	"Pride and Prometheus"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2009	2009	Gardner, James Alan	https://en.wikipedia.org//wiki/James_Alan_Gardner	Nominated	"The Ray-Gun: A Love Story"	https://en.wikipedia.org//wiki/The_Ray-Gun:_A_Love_Story	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2009	2009	Bacigalupi, Paolo	https://en.wikipedia.org//wiki/Paolo_Bacigalupi	Nominated	"The Gambler"	https://en.wikipedia.org//wiki/The_Gambler_(story)	Fast Forward 2 (Pyr)	https://en.wikipedia.org//wiki/Pyr_(publisher)
2009	2009	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Nominated	"Alastair Baffle's Emporium of Wonders"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2010	2010	Watts, Peter	https://en.wikipedia.org//wiki/Peter_Watts_(author)	Won	"The Island"	https://en.wikipedia.org//w/index.php?title=The_Island_(story)&action=edit&redlink=1	The New Space Opera #2	https://en.wikipedia.org//wiki/The_New_Space_Opera#2
2010	2010	Swirsky, Rachel	https://en.wikipedia.org//wiki/Rachel_Swirsky	Nominated	"Eros, Philia, Agape"		Tor.com	https://en.wikipedia.org//wiki/Tor_Books
2010	2010	Griffith, Nicola	https://en.wikipedia.org//wiki/Nicola_Griffith	Nominated	"It Takes Two"		Eclipse #3 (Night Shade Books)	https://en.wikipedia.org//wiki/Night_Shade_Books
2010	2010	Cornell, Paul	https://en.wikipedia.org//wiki/Paul_Cornell	Nominated	"One of Our Bastards is Missing"		The Solaris Book of New Science Fiction #3	https://en.wikipedia.org//wiki/Solaris_Books
2010	2010	Stross, Charles	https://en.wikipedia.org//wiki/Charles_Stross	Nominated	"Overtime"		Tor.com	https://en.wikipedia.org//wiki/Tor_Books
2010	2010	Foster, Eugie	https://en.wikipedia.org//wiki/Eugie_Foster	Nominated	"Sinner, Baker, Fabulist, Priest; Red Mask, Black Mask, Gentleman, Beast"		Interzone	https://en.wikipedia.org//wiki/Interzone_(magazine)
2011	2011	Steele, Allen	https://en.wikipedia.org//wiki/Allen_Steele	Won	"The Emperor of Mars"	https://en.wikipedia.org//w/index.php?title=The_Emperor_of_Mars&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2011	2011	McMullen, Sean	https://en.wikipedia.org//wiki/Sean_McMullen	Nominated	"Eight Miles"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2011	2011	de Bodard, Aliette	https://en.wikipedia.org//wiki/Aliette_de_Bodard	Nominated	"The Jaguar House, in Shadow"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2011	2011	Stone, Eric James	https://en.wikipedia.org//wiki/Eric_James_Stone	Nominated	"The Leviathan, Whom Thou Hast Made"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2011	2011	Kelly, James Patrick	https://en.wikipedia.org//wiki/James_Patrick_Kelly	Nominated	"Plus or Minus"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2012	2012	Anders, Charlie Jane	https://en.wikipedia.org//wiki/Charlie_Anders	Won	"Six Months, Three Days"	https://en.wikipedia.org//wiki/Six_Months,_Three_Days	Tor.com	https://en.wikipedia.org//wiki/Tor_Books
2012	2012	Cornell, Paul	https://en.wikipedia.org//wiki/Paul_Cornell	Nominated	"The Copenhagen Interpretation"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2012	2012	Swirsky, Rachel	https://en.wikipedia.org//wiki/Rachel_Swirsky	Nominated	"Fields of Gold"	https://en.wikipedia.org//wiki/Fields_of_Gold_(novelette)	Eclipse #4 (Night Shade Books)	https://en.wikipedia.org//wiki/Night_Shade_Books
2012	2012	Torgersen, Brad R.	https://en.wikipedia.org//wiki/Brad_R._Torgersen	Nominated	"Ray of Light"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2012	2012	Ryman, Geoff	https://en.wikipedia.org//wiki/Geoff_Ryman	Nominated	"What We Found"	https://en.wikipedia.org//wiki/What_We_Found	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
