Year awarded	Year	Author(s)	Author Wikipedia Entry	Won/Nominated	Work	Work Wikipedia Entry	Publisher or publication	Publisher or publication Wikipedia Entry
1985	1985	Kelly, James Patrick	https://en.wikipedia.org//wiki/James_Patrick_Kelly	Nominated	"Saint Theresa of the Aliens"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1985	1985	Robinson, Kim Stanley	https://en.wikipedia.org//wiki/Kim_Stanley_Robinson	Nominated	The Lucky Strike		Universe 14	https://en.wikipedia.org//wiki/Doubleday_(publisher)
1985	1985	Shepard, Lucius	https://en.wikipedia.org//wiki/Lucius_Shepard	Nominated	The Man Who Painted the Dragon Griaule		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1985	1985	Swanwick, Michael	https://en.wikipedia.org//wiki/Michael_Swanwick	Nominated	"Trojan Horse"		Omni	https://en.wikipedia.org//wiki/Omni_(magazine)
1986	1986	Martin, George R. R.	https://en.wikipedia.org//wiki/George_R._R._Martin	Won	"Portraits of His Children"	https://en.wikipedia.org//wiki/Portraits_of_His_Children	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1986	1986	Bishop, Michael	https://en.wikipedia.org//wiki/Michael_Bishop_(author)	Nominated	A Gift from the GrayLanders		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1986	1986	Card, Orson Scott	https://en.wikipedia.org//wiki/Orson_Scott_Card	Nominated	The Fringe		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1986	1986	Ellison, Harlan	https://en.wikipedia.org//wiki/Harlan_Ellison	Nominated	"Paladin of the Lost Hour"	https://en.wikipedia.org//wiki/Paladin_of_the_Lost_Hour	Universe 15	https://en.wikipedia.org//wiki/Doubleday_(publisher)
1986	1986	Swanwick, Michael	https://en.wikipedia.org//wiki/Michael_Swanwick	Nominated	"Dogfight"	https://en.wikipedia.org//wiki/Dogfight_(short_story)	Omni	https://en.wikipedia.org//wiki/Omni_(magazine)
1986	1986	Gibson, William	https://en.wikipedia.org//wiki/William_Gibson	Nominated	"Dogfight"	https://en.wikipedia.org//wiki/Dogfight_(short_story)	Omni	https://en.wikipedia.org//wiki/Omni_(magazine)
1986	1986	Shepard, Lucius	https://en.wikipedia.org//wiki/Lucius_Shepard	Nominated	The Jaguar Hunter		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1986	1986	Sykes, S. C.		Nominated	"Rockabye Baby"		Analog Science Fact & Fiction	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1987	1987	Wilhelm, Kate	https://en.wikipedia.org//wiki/Kate_Wilhelm	Won	The Girl Who Fell into the Sky	https://en.wikipedia.org//w/index.php?title=The_Girl_Who_Fell_into_the_Sky&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1987	1987	Card, Orson Scott	https://en.wikipedia.org//wiki/Orson_Scott_Card	Nominated	"Hatrack River"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1987	1987	Charnas, Suzy McKee	https://en.wikipedia.org//wiki/Suzy_McKee_Charnas	Nominated	"Listening to Brahms"		Omni	https://en.wikipedia.org//wiki/Omni_(magazine)
1987	1987	Gibson, William	https://en.wikipedia.org//wiki/William_Gibson	Nominated	The Winter Market	https://en.wikipedia.org//wiki/The_Winter_Market	Stardate
1987	1987	Moffett, Judith	https://en.wikipedia.org//wiki/Judith_Moffett	Nominated	"Surviving"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1987	1987	Shepard, Lucius	https://en.wikipedia.org//wiki/Lucius_Shepard	Nominated	"Aymara"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1987	1987	Zelazny, Roger	https://en.wikipedia.org//wiki/Roger_Zelazny	Nominated	"Permafrost"	https://en.wikipedia.org//wiki/Permafrost_(story)	Omni	https://en.wikipedia.org//wiki/Omni_(magazine)
1988	1988	Murphy, Pat	https://en.wikipedia.org//wiki/Pat_Murphy_(writer)	Won	"Rachel in Love"	https://en.wikipedia.org//w/index.php?title=Rachel_in_Love&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1988	1988	Butler, Octavia E.	https://en.wikipedia.org//wiki/Octavia_E._Butler	Nominated	The Evening and the Morning and the Night		Omni	https://en.wikipedia.org//wiki/Omni_(magazine)
1988	1988	Le Guin, Ursula K.	https://en.wikipedia.org//wiki/Ursula_K._Le_Guin	Nominated	"Buffalo Gals, Won't You Come Out Tonight"	https://en.wikipedia.org//wiki/Buffalo_Gals,_Won%27t_You_Come_Out_Tonight	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1988	1988	McAllister, Bruce	https://en.wikipedia.org//wiki/Bruce_McAllister	Nominated	"Dream Baby"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1988	1988	Sterling, Bruce	https://en.wikipedia.org//wiki/Bruce_Sterling	Nominated	"Flowers of Edo"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1988	1988	Willis, Connie	https://en.wikipedia.org//wiki/Connie_Willis	Nominated	"Schwarzschild Radius"		The Universe	https://en.wikipedia.org//wiki/Bantam_Spectra
1989	1989	Effinger, George Alec	https://en.wikipedia.org//wiki/George_Alec_Effinger	Won	"Schrödinger's Kitten"	https://en.wikipedia.org//wiki/Schr%C3%B6dinger%27s_Kitten	Omni	https://en.wikipedia.org//wiki/Omni_(magazine)
1989	1989	Barrett, Jr., Neal	https://en.wikipedia.org//wiki/Neal_Barrett,_Jr.	Nominated	"Ginny Sweethips' Flying Circus"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1989	1989	Gould, Steven	https://en.wikipedia.org//wiki/Steven_Gould	Nominated	"Peaches for Mad Molly"		Analog Science Fact & Fiction	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1989	1989	McDonald, Ian	https://en.wikipedia.org//wiki/Ian_McDonald_(British_author)	Nominated	"Unfinished Portrait of the King of Pain by Van Gogh"		Empire Dreams (Bantam Spectra)	https://en.wikipedia.org//wiki/Bantam_Spectra
1989	1989	Moffett, Judith	https://en.wikipedia.org//wiki/Judith_Moffett	Nominated	The Hob		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1989	1989	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Nominated	"Kirinyaga"	https://en.wikipedia.org//wiki/Kirinyaga_(short_story)	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1989	1989	Waldrop, Howard	https://en.wikipedia.org//wiki/Howard_Waldrop	Nominated	"Do Ya, Do Ya, Wanna Dance?"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1990	1990	Willis, Connie	https://en.wikipedia.org//wiki/Connie_Willis	Won	"At the Rialto"	https://en.wikipedia.org//w/index.php?title=At_the_Rialto&action=edit&redlink=1	Omni	https://en.wikipedia.org//wiki/Omni_(magazine)
1990	1990	Bear, Greg	https://en.wikipedia.org//wiki/Greg_Bear	Nominated	"Sisters"		Tangents (Warner Books)	https://en.wikipedia.org//wiki/Tangents_(collection)
1990	1990	Lindholm, Megan	https://en.wikipedia.org//wiki/Robin_Hobb	Nominated	"Silver Lady and the Fortyish Man"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1990	1990	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Nominated	"For I Have Touched the Sky"	https://en.wikipedia.org//wiki/Kirinyaga_(novel)	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1990	1990	Rusch, Kristine Kathryn	https://en.wikipedia.org//wiki/Kristine_Kathryn_Rusch	Nominated	"Fast Cars"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1990	1990	Silverberg, Robert	https://en.wikipedia.org//wiki/Robert_Silverberg	Nominated	"Enter a Soldier. Later: Enter Another"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1991	1991	Chiang, Ted	https://en.wikipedia.org//wiki/Ted_Chiang	Won	"Tower of Babylon"	https://en.wikipedia.org//wiki/Tower_of_Babylon_(story)	Omni	https://en.wikipedia.org//wiki/Omni_(magazine)
1991	1991	Hugh, Dafydd ab	https://en.wikipedia.org//wiki/Dafydd_ab_Hugh	Nominated	The Coon Rolled Down and Ruptured His Larinks, A Squeezed Novel by Mr. Skunk	https://en.wikipedia.org//wiki/The_Coon_Rolled_Down_and_Ruptured_His_Larinks,_A_Squeezed_Novel_by_Mr._Skunk	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1991	1991	Le Guin, Ursula K.	https://en.wikipedia.org//wiki/Ursula_K._Le_Guin	Nominated	The Shobies' Story	https://en.wikipedia.org//wiki/The_Shobies%27_Story	Universe 1	https://en.wikipedia.org//wiki/Doubleday_(publisher)
1991	1991	MacLeod, Ian R.	https://en.wikipedia.org//wiki/Ian_R._MacLeod	Nominated	"1/72nd Scale"		Weird Tales	https://en.wikipedia.org//wiki/Weird_Tales
1991	1991	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Nominated	The Manamouki	https://en.wikipedia.org//wiki/Kirinyaga_(novel)	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1991	1991	Rusch, Kristine Kathryn	https://en.wikipedia.org//wiki/Kristine_Kathryn_Rusch	Nominated	A Time for Every Purpose		Amazing Stories	https://en.wikipedia.org//wiki/Amazing_Stories
1991	1991	Shwartz, Susan	https://en.wikipedia.org//wiki/Susan_Shwartz	Nominated	"Loose Cannon"		What Might Have Been? Vol. 2: Alternate Heroes (Bantam Spectra)	https://en.wikipedia.org//wiki/Bantam_Spectra
1991	1991	Soukup, Martha	https://en.wikipedia.org//wiki/Martha_Soukup	Nominated	"Over the Long Haul"		Amazing Stories	https://en.wikipedia.org//wiki/Amazing_Stories
1992	1992	Conner, Michael	https://en.wikipedia.org//wiki/Michael_Conner	Won	"Guide Dog"	https://en.wikipedia.org//w/index.php?title=Guide_Dog_(story)&action=edit&redlink=1	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1992	1992	Aldridge, Ray		Nominated	"Gate of Faces"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1992	1992	Fowler, Karen Joy	https://en.wikipedia.org//wiki/Karen_Joy_Fowler	Nominated	"Black Glass"		Full Spectrum 3	https://en.wikipedia.org//wiki/Full_Spectrum
1992	1992	Shepard, Lucius	https://en.wikipedia.org//wiki/Lucius_Shepard	Nominated	The All-Consuming		Playboy	https://en.wikipedia.org//wiki/Playboy
1992	1992	Frazier, Robert	https://en.wikipedia.org//wiki/Robert_Frazier_(writer)	Nominated	The All-Consuming	https://en.wikipedia.org//w/index.php?title=Guide_Dog_(story)&action=edit&redlink=1	Playboy	https://en.wikipedia.org//wiki/Playboy
1992	1992	Kelly, James Patrick	https://en.wikipedia.org//wiki/James_Patrick_Kelly	Nominated	"Standing In Line with Mister Jimmy"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1992	1992	Lethem, Jonathan	https://en.wikipedia.org//wiki/Jonathan_Lethem	Nominated	The Happy Man		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1992	1992	Shwartz, Susan	https://en.wikipedia.org//wiki/Susan_Shwartz	Nominated	"Getting Real"		Newer York (New American Library)	https://en.wikipedia.org//wiki/New_American_Library
1993	1993	Sargent, Pamela	https://en.wikipedia.org//wiki/Pamela_Sargent	Won	"Danny Goes to Mars"	https://en.wikipedia.org//w/index.php?title=Danny_Goes_to_Mars&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1993	1993	Benford, Gregory	https://en.wikipedia.org//wiki/Gregory_Benford	Nominated	"Matter's End"		Full Spectrum 3	https://en.wikipedia.org//wiki/Full_Spectrum
1993	1993	Dyer, S. N.		Nominated	The July Ward		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1993	1993	Gilman, Carolyn Ives		Nominated	The Honeycrafters		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1993	1993	Shwartz, Susan	https://en.wikipedia.org//wiki/Susan_Shwartz	Nominated	"Suppose They Gave a Peace..."		Alternate Presidents (Tor Books)	https://en.wikipedia.org//wiki/Alternate_Presidents
1993	1993	Williams, Walter Jon	https://en.wikipedia.org//wiki/Walter_Jon_Williams	Nominated	"Prayers on the Wind"		When the Music's Over (Bantam Spectra)	https://en.wikipedia.org//wiki/Bantam_Spectra
1994	1994	Sheffield, Charles	https://en.wikipedia.org//wiki/Charles_Sheffield	Won	"Georgia on My Mind"	https://en.wikipedia.org//wiki/Georgia_on_My_Mind_(novelette)	Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1994	1994	Bisson, Terry	https://en.wikipedia.org//wiki/Terry_Bisson	Nominated	"England Underway"		Omni	https://en.wikipedia.org//wiki/Omni_(magazine)
1994	1994	Kagan, Janet	https://en.wikipedia.org//wiki/Janet_Kagan	Nominated	The Nutcracker Coup		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1994	1994	Kessel, John	https://en.wikipedia.org//wiki/John_Kessel	Nominated	The Franchise		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1994	1994	Soukup, Martha	https://en.wikipedia.org//wiki/Martha_Soukup	Nominated	"Things Not Seen"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1994	1994	Willis, Connie	https://en.wikipedia.org//wiki/Connie_Willis	Nominated	"Death on the Nile"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1995	1995	Gerrold, David	https://en.wikipedia.org//wiki/David_Gerrold	Won	The Martian Child	https://en.wikipedia.org//wiki/The_Martian_Child	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1995	1995	Bisson, Terry	https://en.wikipedia.org//wiki/Terry_Bisson	Nominated	"Necronauts"		Playboy	https://en.wikipedia.org//wiki/Playboy
1995	1995	Hoffman, Nina Kiriki	https://en.wikipedia.org//wiki/Nina_Kiriki_Hoffman	Nominated	The Skeleton Key		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1995	1995	Landis, Geoffrey A.	https://en.wikipedia.org//wiki/Geoffrey_A._Landis	Nominated	The Singular Habits of Wasps		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1995	1995	Le Guin, Ursula K.	https://en.wikipedia.org//wiki/Ursula_K._Le_Guin	Nominated	The Matter of Seggri		Crank!
1995	1995	McHugh, Maureen F.	https://en.wikipedia.org//wiki/Maureen_F._McHugh	Nominated	"Nekropolis"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1996	1996	Le Guin, Ursula K.	https://en.wikipedia.org//wiki/Ursula_K._Le_Guin	Won	"Solitude"	https://en.wikipedia.org//w/index.php?title=Solitude_(story)&action=edit&redlink=1	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1996	1996	Bailey, Dale		Nominated	The Resurrection Man's Legacy		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1996	1996	Coney, Michael G.	https://en.wikipedia.org//wiki/Michael_G._Coney	Nominated	"Tea and Hamsters"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1996	1996	Friesner, Esther M.	https://en.wikipedia.org//wiki/Esther_Friesner	Nominated	"Jesus at the Bat"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1996	1996	Hoffman, Nina Kiriki	https://en.wikipedia.org//wiki/Nina_Kiriki_Hoffman	Nominated	"Home for Christmas"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1996	1996	Kelly, James Patrick	https://en.wikipedia.org//wiki/James_Patrick_Kelly	Nominated	"Think Like a Dinosaur"	https://en.wikipedia.org//wiki/Think_Like_a_Dinosaur	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1996	1996	Resnick, Mike	https://en.wikipedia.org//wiki/Mike_Resnick	Nominated	"When the Old Gods Die"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1997	1997	Rogers, Bruce Holland	https://en.wikipedia.org//wiki/Bruce_Holland_Rogers	Won	"Lifeboat on a Burning Sea"	https://en.wikipedia.org//w/index.php?title=Lifeboat_on_a_Burning_Sea&action=edit&redlink=1	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1997	1997	Ford, John M.	https://en.wikipedia.org//wiki/John_M._Ford	Nominated	"Erase/Record/Play"		Starlight 1 (Tor Books)	https://en.wikipedia.org//wiki/Starlight_(anthology_series)
1997	1997	Guthridge, George	https://en.wikipedia.org//wiki/George_Guthridge	Nominated	"Mirror of Lop Nor"		Peter S. Beagle's Immortal Unicorn (HarperPrism)	https://en.wikipedia.org//wiki/HarperCollins
1997	1997	Levinson, Paul	https://en.wikipedia.org//wiki/Paul_Levinson	Nominated	The Chronology Protection Case		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1997	1997	Turtledove, Harry	https://en.wikipedia.org//wiki/Harry_Turtledove	Nominated	"Must and Shall"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1997	1997	Wilson, Robert Charles	https://en.wikipedia.org//wiki/Robert_Charles_Wilson	Nominated	The Perseids		Realms of Fantasy	https://en.wikipedia.org//wiki/Realms_of_Fantasy
1997	1997	Wolverton, Dave	https://en.wikipedia.org//wiki/Dave_Wolverton	Nominated	"After a Lean Winter"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1998	1998	Kress, Nancy	https://en.wikipedia.org//wiki/Nancy_Kress	Won	The Flowers of Aulit Prison	https://en.wikipedia.org//w/index.php?title=The_Flowers_of_Aulit_Prison&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1998	1998	Arnason, Eleanor	https://en.wikipedia.org//wiki/Eleanor_Arnason	Nominated	The Dog's Story		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1998	1998	Gardner, James Alan	https://en.wikipedia.org//wiki/James_Alan_Gardner	Nominated	"Three Hearings on the Existence of Snakes in the Human Bloodstream"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1998	1998	Johnson, Bill	https://en.wikipedia.org//wiki/Bill_Johnson_(author)	Nominated	"We Will Drink a Fish Together..."		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1998	1998	Kessel, John	https://en.wikipedia.org//wiki/John_Kessel	Nominated	The Miracle of Ivar Avenue		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1998	1998	Levinson, Paul	https://en.wikipedia.org//wiki/Paul_Levinson	Nominated	The Copyright Notice Case		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
1998	1998	Sanders, William	https://en.wikipedia.org//wiki/William_Sanders_(writer)	Nominated	The Undiscovered	https://en.wikipedia.org//wiki/The_Undiscovered	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1999	1999	Yolen, Jane	https://en.wikipedia.org//wiki/Jane_Yolen	Won	"Lost Girls"	https://en.wikipedia.org//w/index.php?title=Lost_Girls_(story)&action=edit&redlink=1	Realms of Fantasy	https://en.wikipedia.org//wiki/Realms_of_Fantasy
1999	1999	Feeley, Gregory		Nominated	The Truest Chill		Science Fiction Age
1999	1999	Klages, Ellen	https://en.wikipedia.org//wiki/Ellen_Klages	Nominated	"Time Gypsy"		Bending the Landscape: Science Fiction (The Overlook Press)	https://en.wikipedia.org//wiki/The_Overlook_Press
1999	1999	McGarry, Mark J.		Nominated	The Mercy Gate		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1999	1999	Rusch, Kristine Kathryn	https://en.wikipedia.org//wiki/Kristine_Kathryn_Rusch	Nominated	"Echea"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
1999	1999	Williams, Walter Jon	https://en.wikipedia.org//wiki/Walter_Jon_Williams	Nominated	"Lethe"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2000	2000	Turzillo, Mary A.	https://en.wikipedia.org//wiki/Mary_Turzillo	Won	"Mars Is No Place for Children"	https://en.wikipedia.org//w/index.php?title=Mars_Is_No_Place_for_Children&action=edit&redlink=1	Science Fiction Age
2000	2000	Eisenstein, Phyllis	https://en.wikipedia.org//wiki/Phyllis_Eisenstein	Nominated	The Island in the Lake		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2000	2000	Friesner, Esther M.	https://en.wikipedia.org//wiki/Esther_Friesner	Nominated	"How to Make Unicorn Pie"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2000	2000	Hopkins, Brian A.		Nominated	"Five Days in April"		Chiaroscuro
2000	2000	Schmidt, Stanley	https://en.wikipedia.org//wiki/Stanley_Schmidt	Nominated	"Good Intentions"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2000	2000	McDevitt, Jack	https://en.wikipedia.org//wiki/Jack_McDevitt	Nominated	"Good Intentions"	https://en.wikipedia.org//w/index.php?title=Mars_Is_No_Place_for_Children&action=edit&redlink=1	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2000	2000	Sterling, Bruce	https://en.wikipedia.org//wiki/Bruce_Sterling	Nominated	"Taklamakan"	https://en.wikipedia.org//wiki/Taklamakan_(short_story)	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2001	2001	Williams, Walter Jon	https://en.wikipedia.org//wiki/Walter_Jon_Williams	Won	"Daddy's World"	https://en.wikipedia.org//w/index.php?title=Daddy%27s_World&action=edit&redlink=1	Not of Woman Born (New American Library)	https://en.wikipedia.org//wiki/New_American_Library
2001	2001	Arnason, Eleanor	https://en.wikipedia.org//wiki/Eleanor_Arnason	Nominated	"Stellar Harvest"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2001	2001	Dozois, Gardner	https://en.wikipedia.org//wiki/Gardner_Dozois	Nominated	A Knight of Ghosts and Shadows		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2001	2001	Gilman, Greer Ilene	https://en.wikipedia.org//wiki/Greer_Gilman	Nominated	"Jack Daw's Pack"		Century
2001	2001	Moscoe, Mike	https://en.wikipedia.org//wiki/Mike_Shepherd_(author)	Nominated	A Day's Work on the Moon		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2001	2001	Rogers, Bruce Holland	https://en.wikipedia.org//wiki/Bruce_Holland_Rogers	Nominated	"How the Highland People Came to Be"		Realms of Fantasy	https://en.wikipedia.org//wiki/Realms_of_Fantasy
2001	2001	Schmidt, Stanley	https://en.wikipedia.org//wiki/Stanley_Schmidt	Nominated	"Generation Gap"		Artemis
2002	2002	Link, Kelly	https://en.wikipedia.org//wiki/Kelly_Link	Won	"Louise's Ghost"	https://en.wikipedia.org//w/index.php?title=Louise%27s_Ghost&action=edit&redlink=1	Stranger Things Happen (Small Beer Press)	https://en.wikipedia.org//wiki/Small_Beer_Press
2002	2002	Casil, Amy Sterling	https://en.wikipedia.org//wiki/Amy_Sterling_Casil	Nominated	"To Kiss the Star"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2002	2002	Duncan, Andy	https://en.wikipedia.org//wiki/Andy_Duncan_(writer)	Nominated	The Pottawatomie Giant		Sci Fiction	https://en.wikipedia.org//wiki/Sci_Fiction
2002	2002	Kelly, James Patrick	https://en.wikipedia.org//wiki/James_Patrick_Kelly	Nominated	"Undone"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2002	2002	Morrow, James	https://en.wikipedia.org//wiki/James_K._Morrow	Nominated	"Auspicious Eggs"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2002	2002	Shunn, William	https://en.wikipedia.org//wiki/William_Shunn	Nominated	"Dance of the Yellow-Breasted Luddites"	https://en.wikipedia.org//wiki/Dance_of_the_Yellow-Breasted_Luddites	Vanishing Acts (Tor Books)	https://en.wikipedia.org//wiki/Tor_Books
2003	2003	Chiang, Ted	https://en.wikipedia.org//wiki/Ted_Chiang	Won	"Hell Is the Absence of God"	https://en.wikipedia.org//wiki/Hell_Is_the_Absence_of_God	Starlight 3 (Tor Books)	https://en.wikipedia.org//wiki/Starlight_(anthology_series)
2003	2003	Bell, M. Shayne	https://en.wikipedia.org//wiki/M._Shayne_Bell	Nominated	The Pagodas of Ciboure		The Green Man: Tales From the Mythic Forest (Viking Press)	https://en.wikipedia.org//w/index.php?title=Green_Man:_Tales_From_the_Mythic_Forest&action=edit&redlink=1
2003	2003	Bowes, Richard	https://en.wikipedia.org//wiki/Richard_Bowes	Nominated	The Ferryman's Wife	https://en.wikipedia.org//wiki/From_the_Files_of_the_Time_Rangers	Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2003	2003	Frost, Gregory	https://en.wikipedia.org//wiki/Gregory_Frost	Nominated	"Madonna of the Maquiladora"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2003	2003	Steele, Allen	https://en.wikipedia.org//wiki/Allen_Steele	Nominated	The Days Between		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2003	2003	Stross, Charles	https://en.wikipedia.org//wiki/Charles_Stross	Nominated	"Lobsters"	https://en.wikipedia.org//wiki/Accelerando_(novel)	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
