Year awarded	Year	Author(s)	Author Wikipedia Entry	Won/Nominated	Work	Work Wikipedia Entry	Publisher or publication	Publisher or publication Wikipedia Entry
1989	1989	Willis, Connie	https://en.wikipedia.org/wiki/Connie_Willis	Won	"The Last of the Winnebagos"	https://en.wikipedia.org/wiki/The_Last_of_the_Winnebagos	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1989	1989	Denton, Bradley	https://en.wikipedia.org/wiki/Bradley_Denton	Nominated	"The Calvin Coolidge Home for Dead Comedians"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1989	1989	Shepard, Lucius	https://en.wikipedia.org/wiki/Lucius_Shepard	Nominated	The Scalehunter's Beautiful Daughter		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1989	1989	Spinrad, Norman	https://en.wikipedia.org/wiki/Norman_Spinrad	Nominated	"Journals of the Plague Years"		Full Spectrum (Bantam Spectra)	https://en.wikipedia.org/wiki/Full_Spectrum
1989	1989	Williams, Walter Jon	https://en.wikipedia.org/wiki/Walter_Jon_Williams	Nominated	"Surfacing"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1989	1989	Yolen, Jane	https://en.wikipedia.org/wiki/Jane_Yolen	Nominated	The Devil's Arithmetic	https://en.wikipedia.org/wiki/The_Devil%27s_Arithmetic	Viking Kestrel	https://en.wikipedia.org/wiki/Viking_Press
1990	1990	Bujold, Lois McMaster	https://en.wikipedia.org/wiki/Lois_McMaster_Bujold	Won	"The Mountains of Mourning"	https://en.wikipedia.org/wiki/Vorkosigan_Saga#.22Mountains_of_Mourning.22_.28novella.29	Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1990	1990	Crowley, John	https://en.wikipedia.org/wiki/John_Crowley	Nominated	"Great Work of Time"	https://en.wikipedia.org/wiki/Great_Work_of_Time	Novelty (Doubleday)	https://en.wikipedia.org/wiki/Doubleday_(publisher)
1990	1990	Effinger, George Alec	https://en.wikipedia.org/wiki/George_Alec_Effinger	Nominated	"Marîd Changes His Mind"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1990	1990	Lindholm, Megan	https://en.wikipedia.org/wiki/Robin_Hobb	Nominated	"A Touch of Lavender"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1990	1990	Moffett, Judith	https://en.wikipedia.org/wiki/Judith_Moffett	Nominated	"Tiny Tango"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1990	1990	Waldrop, Howard	https://en.wikipedia.org/wiki/Howard_Waldrop	Nominated	A Dozen Tough Jobs	https://en.wikipedia.org/wiki/A_Dozen_Tough_Jobs	Mark V. Ziesing	https://en.wikipedia.org/wiki/Mark_V._Ziesing
1991	1991	Haldeman, Joe	https://en.wikipedia.org/wiki/Joe_Haldeman	Won	"The Hemingway Hoax"	https://en.wikipedia.org/wiki/The_Hemingway_Hoax	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1991	1991	Bujold, Lois McMaster	https://en.wikipedia.org/wiki/Lois_McMaster_Bujold	Nominated	"Weatherman"	https://en.wikipedia.org/wiki/Weatherman_(short_story)	Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1991	1991	Cadigan, Pat	https://en.wikipedia.org/wiki/Pat_Cadigan	Nominated	"Fool to Believe"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1991	1991	Kelly, James Patrick	https://en.wikipedia.org/wiki/James_Patrick_Kelly	Nominated	"Mr. Boy"	https://en.wikipedia.org/wiki/Mr._Boy	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1991	1991	Murphy, Pat	https://en.wikipedia.org/wiki/Pat_Murphy_(writer)	Nominated	"Bones"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1992	1992	Kress, Nancy	https://en.wikipedia.org/wiki/Nancy_Kress	Won	"Beggars in Spain"	https://en.wikipedia.org/wiki/Beggars_in_Spain	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1992	1992	Ash, Paul	https://en.wikipedia.org/wiki/Pauline_Ashwell	Nominated	"Man Opening a Door"		Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1992	1992	Bishop, Michael	https://en.wikipedia.org/wiki/Michael_Bishop_(author)	Nominated	Apartheid, Superstrings, and Mordecai Thubana		Axolotl Press	https://en.wikipedia.org/wiki/Pulphouse_Publishing
1992	1992	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	Bully!		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1992	1992	Rusch, Kristine Kathryn	https://en.wikipedia.org/wiki/Kristine_Kathryn_Rusch	Nominated	The Gallery of His Dreams		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1992	1992	Willis, Connie	https://en.wikipedia.org/wiki/Connie_Willis	Nominated	"Jack"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1993	1993	Morrow, James	https://en.wikipedia.org/wiki/James_K._Morrow	Won	City of Truth	https://en.wikipedia.org//w/index.php?title=City_of_Truth&action=edit&redlink=1	St. Martin's Press	https://en.wikipedia.org/wiki/St._Martin%27s_Press
1993	1993	Bull, Emma	https://en.wikipedia.org/wiki/Emma_Bull	Nominated	"Silver or Gold"		After the King: Stories in Honor of J.R.R. Tolkien (Tor Books)	https://en.wikipedia.org/wiki/Tor_Books
1993	1993	Denton, Bradley	https://en.wikipedia.org/wiki/Bradley_Denton	Nominated	"The Territory"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1993	1993	Oltion, Jerry	https://en.wikipedia.org/wiki/Jerry_Oltion	Nominated	"Contact"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1993	1993	Goodloe, Lee		Nominated	"Contact"	https://en.wikipedia.org//w/index.php?title=City_of_Truth&action=edit&redlink=1	Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1993	1993	McHugh, Maureen F.	https://en.wikipedia.org/wiki/Maureen_F._McHugh	Nominated	"Protection"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1993	1993	Shepard, Lucius	https://en.wikipedia.org/wiki/Lucius_Shepard	Nominated	"Barnacle Bill the Spacer"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1993	1993	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	Griffin's Egg		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1994	1994	Cady, Jack	https://en.wikipedia.org/wiki/Jack_Cady	Won	"The Night We Buried Road Dog"	https://en.wikipedia.org//w/index.php?title=The_Night_We_Buried_Road_Dog&action=edit&redlink=1	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1994	1994	Aldridge, Ray		Nominated	"The Beauty Addict"		Full Spectrum 4 (Bantam Spectra)	https://en.wikipedia.org/wiki/Full_Spectrum
1994	1994	Kress, Nancy	https://en.wikipedia.org/wiki/Nancy_Kress	Nominated	"Dancing on Air"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1994	1994	Nordley, G. David	https://en.wikipedia.org/wiki/G._David_Nordley	Nominated	"Into the Miranda Rift"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1994	1994	Wilhelm, Kate	https://en.wikipedia.org/wiki/Kate_Wilhelm	Nominated	Naming the Flowers		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1994	1994	Williams, Walter Jon	https://en.wikipedia.org/wiki/Walter_Jon_Williams	Nominated	Wall, Stone, Craft		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1995	1995	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Won	"Seven Views of Olduvai Gorge"	https://en.wikipedia.org/wiki/Seven_Views_of_Olduvai_Gorge	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1995	1995	Ellison, Harlan	https://en.wikipedia.org/wiki/Harlan_Ellison	Nominated	Mefisto In Onyx		Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1995	1995	Hoffman, Nina Kiriki	https://en.wikipedia.org/wiki/Nina_Kiriki_Hoffman	Nominated	"Haunted Humans"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1995	1995	Le Guin, Ursula K.	https://en.wikipedia.org/wiki/Ursula_K._Le_Guin	Nominated	"Forgiveness Day"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1995	1995	Ryman, Geoff	https://en.wikipedia.org/wiki/Geoff_Ryman	Nominated	"Fan"		Unconquered Countries (St. Martin's Press)	https://en.wikipedia.org/wiki/St._Martin%27s_Press
1995	1995	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	"Cold Iron"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1996	1996	Hand, Elizabeth	https://en.wikipedia.org/wiki/Elizabeth_Hand	Won	"Last Summer at Mars Hill"	https://en.wikipedia.org//w/index.php?title=Last_Summer_at_Mars_Hill_(story)&action=edit&redlink=1	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1996	1996	Benford, Gregory	https://en.wikipedia.org/wiki/Gregory_Benford	Nominated	"Soon Comes Night"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1996	1996	Griffith, Nicola	https://en.wikipedia.org/wiki/Nicola_Griffith	Nominated	"Yaguara"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1996	1996	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	"Bibi"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1996	1996	Shwartz, Susan	https://en.wikipedia.org/wiki/Susan_Shwartz	Nominated	"Bibi"	https://en.wikipedia.org//w/index.php?title=Last_Summer_at_Mars_Hill_(story)&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1996	1996	Stableford, Brian	https://en.wikipedia.org/wiki/Brian_Stableford	Nominated	"Mortimer Gray's History of Death"	https://en.wikipedia.org/wiki/Mortimer_Gray%27s_History_of_Death	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1997	1997	Dann, Jack	https://en.wikipedia.org/wiki/Jack_Dann	Won	"Da Vinci Rising"	https://en.wikipedia.org//w/index.php?title=Da_Vinci_Rising&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1997	1997	Le Guin, Ursula K.	https://en.wikipedia.org/wiki/Ursula_K._Le_Guin	Nominated	"A Woman's Liberation"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1997	1997	Martin, George R. R.	https://en.wikipedia.org/wiki/George_R._R._Martin	Nominated	"Blood of the Dragon"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1997	1997	McDevitt, Jack	https://en.wikipedia.org/wiki/Jack_McDevitt	Nominated	"Time Travelers Never Die"	https://en.wikipedia.org/wiki/Time_Travelers_Never_Die	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1997	1997	McHugh, Maureen F.	https://en.wikipedia.org/wiki/Maureen_F._McHugh	Nominated	"The Cost to Be Wise"		Starlight 1 (Tor Books)	https://en.wikipedia.org/wiki/Starlight_(anthology_series)
1997	1997	Steele, Allen	https://en.wikipedia.org/wiki/Allen_Steele	Nominated	"The Death of Captain Future"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1998	1998	Oltion, Jerry	https://en.wikipedia.org/wiki/Jerry_Oltion	Won	"Abandon in Place"	https://en.wikipedia.org//w/index.php?title=Abandon_in_Place&action=edit&redlink=1	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1998	1998	Castro, Adam-Troy	https://en.wikipedia.org/wiki/Adam-Troy_Castro	Nominated	"The Funeral March of the Marionettes"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1998	1998	Levinson, Paul	https://en.wikipedia.org/wiki/Paul_Levinson	Nominated	"Loose Ends"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1998	1998	Reed, Robert	https://en.wikipedia.org/wiki/Robert_Reed_(author)	Nominated	"Chrysalis"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1998	1998	Sparhawk, Bud	https://en.wikipedia.org/wiki/Bud_Sparhawk	Nominated	"Primrose and Thorn"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1998	1998	Steele, Allen	https://en.wikipedia.org/wiki/Allen_Steele	Nominated	"…Where Angels Fear to Tread"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1999	1999	Finch, Sheila	https://en.wikipedia.org/wiki/Sheila_Finch	Won	"Reading the Bones"	https://en.wikipedia.org//w/index.php?title=Reading_the_Bones&action=edit&redlink=1	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1999	1999	Asaro, Catherine	https://en.wikipedia.org/wiki/Catherine_Asaro	Nominated	"Aurora in Four Voices"	https://en.wikipedia.org/wiki/Aurora_in_Four_Voices	Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1999	1999	Davidson, Avram	https://en.wikipedia.org/wiki/Avram_Davidson	Nominated	The Boss in the Wall, A Treatise on the House Devil		Tachyon Publications	https://en.wikipedia.org/wiki/Tachyon_Publications
1999	1999	Davis, Grania	https://en.wikipedia.org/wiki/Grania_Davis	Nominated	The Boss in the Wall, A Treatise on the House Devil	https://en.wikipedia.org/wiki/Aurora_in_Four_Voices	Tachyon Publications	https://en.wikipedia.org/wiki/Tachyon_Publications
1999	1999	Fintushel, Eliot		Nominated	"Izzy and the Father of Terror"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1999	1999	Gerrold, David	https://en.wikipedia.org/wiki/David_Gerrold	Nominated	"Jumping Off the Planet"	https://en.wikipedia.org/wiki/The_Dingilliad	Science Fiction Age
1999	1999	Landis, Geoffrey A.	https://en.wikipedia.org/wiki/Geoffrey_A._Landis	Nominated	"Ecopoiesis"		Science Fiction Age
2000	2000	Chiang, Ted	https://en.wikipedia.org/wiki/Ted_Chiang	Won	"Story of Your Life"	https://en.wikipedia.org/wiki/Story_of_Your_Life	Starlight 2 (Tor Books)	https://en.wikipedia.org/wiki/Starlight_(anthology_series)
2000	2000	Burstein, Michael A.	https://en.wikipedia.org/wiki/Michael_A._Burstein	Nominated	"Reality Check"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2000	2000	Castro, Adam-Troy	https://en.wikipedia.org/wiki/Adam-Troy_Castro	Nominated	"The Astronaut from Wyoming"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2000	2000	Oltion, Jerry	https://en.wikipedia.org/wiki/Jerry_Oltion	Nominated	"The Astronaut from Wyoming"	https://en.wikipedia.org/wiki/Story_of_Your_Life	Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2000	2000	Duchamp, L. Timmel	https://en.wikipedia.org/wiki/L._Timmel_Duchamp	Nominated	"Living Trust"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2000	2000	Duncan, Andy	https://en.wikipedia.org/wiki/Andy_Duncan_(writer)	Nominated	"The Executioners' Guild"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2000	2000	Marusek, David	https://en.wikipedia.org/wiki/David_Marusek	Nominated	"The Wedding Album"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2001	2001	Nagata, Linda	https://en.wikipedia.org/wiki/Linda_Nagata	Won	"Goddesses"	https://en.wikipedia.org//w/index.php?title=Goddesses_(story)&action=edit&redlink=1	Sci Fiction
2001	2001	Duncan, Andy	https://en.wikipedia.org/wiki/Andy_Duncan_(writer)	Nominated	"Fortitude"		Realms of Fantasy	https://en.wikipedia.org/wiki/Realms_of_Fantasy
2001	2001	Lethem, Jonathan	https://en.wikipedia.org/wiki/Jonathan_Lethem	Nominated	"Ninety Percent of Everything"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2001	2001	Kelly, James Patrick	https://en.wikipedia.org/wiki/James_Patrick_Kelly	Nominated	"Ninety Percent of Everything"	https://en.wikipedia.org//w/index.php?title=Goddesses_(story)&action=edit&redlink=1	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2001	2001	Kessel, John	https://en.wikipedia.org/wiki/John_Kessel	Nominated	"Ninety Percent of Everything"	https://en.wikipedia.org//w/index.php?title=Goddesses_(story)&action=edit&redlink=1	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2001	2001	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	"Hunting the Snark"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2001	2001	Shepard, Lucius	https://en.wikipedia.org/wiki/Lucius_Shepard	Nominated	"Crocodile Rock"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2001	2001	Williams, Walter Jon	https://en.wikipedia.org/wiki/Walter_Jon_Williams	Nominated	"Argonautica"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2002	2002	Williamson, Jack	https://en.wikipedia.org/wiki/Jack_Williamson	Won	"The Ultimate Earth"	https://en.wikipedia.org//w/index.php?title=The_Ultimate_Earth&action=edit&redlink=1	Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2002	2002	Asaro, Catherine	https://en.wikipedia.org/wiki/Catherine_Asaro	Nominated	"A Roll of the Dice"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2002	2002	Clough, Brenda W.	https://en.wikipedia.org/wiki/Brenda_Clough	Nominated	"May Be Some Time"	https://en.wikipedia.org/wiki/May_Be_Some_Time	Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2002	2002	Dann, Jack	https://en.wikipedia.org/wiki/Jack_Dann	Nominated	"The Diamond Pit"	https://en.wikipedia.org/wiki/The_Diamond_Pit	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2002	2002	Shepard, Lucius	https://en.wikipedia.org/wiki/Lucius_Shepard	Nominated	"Radiant Green Star"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2003	2003	Chwedyk, Richard	https://en.wikipedia.org/wiki/Richard_Chwedyk	Won	"Bronte's Egg"	https://en.wikipedia.org//w/index.php?title=Bronte%27s_Egg&action=edit&redlink=1	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2003	2003	Castro, Adam-Troy	https://en.wikipedia.org/wiki/Adam-Troy_Castro	Nominated	"Sunday Night Yams at Minnie and Earl's"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2003	2003	Duncan, Andy	https://en.wikipedia.org/wiki/Andy_Duncan_(writer)	Nominated	"The Chief Designer"	https://en.wikipedia.org/wiki/The_Chief_Designer_(novella)	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2003	2003	Finlay, Charles Coleman	https://en.wikipedia.org/wiki/Charles_Coleman_Finlay	Nominated	"The Political Officer"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2003	2003	Sparhawk, Bud	https://en.wikipedia.org/wiki/Bud_Sparhawk	Nominated	"Magic's Price"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2004	2004	Gaiman, Neil	https://en.wikipedia.org/wiki/Neil_Gaiman	Won	Coraline	https://en.wikipedia.org/wiki/Coraline	HarperCollins	https://en.wikipedia.org/wiki/HarperCollins
2004	2004	Arnason, Eleanor	https://en.wikipedia.org/wiki/Eleanor_Arnason	Nominated	"The Potter of Bones"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2004	2004	Baker, Kage	https://en.wikipedia.org/wiki/Kage_Baker	Nominated	"The Empress of Mars"	https://en.wikipedia.org/wiki/The_Empress_of_Mars	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2004	2004	Kessel, John	https://en.wikipedia.org/wiki/John_Kessel	Nominated	"Stories for Men"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2004	2004	MacLeod, Ian R.	https://en.wikipedia.org/wiki/Ian_R._MacLeod	Nominated	"Breathmoss"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2005	2005	Williams, Walter Jon	https://en.wikipedia.org/wiki/Walter_Jon_Williams	Won	"The Green Leopard Plague"	https://en.wikipedia.org/wiki/The_Green_Leopard_Plague	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2005	2005	Asaro, Catherine	https://en.wikipedia.org/wiki/Catherine_Asaro	Nominated	"Walk in Silence"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2005	2005	Castro, Adam-Troy	https://en.wikipedia.org/wiki/Adam-Troy_Castro	Nominated	"The Tangled Strings of the Marionettes"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2005	2005	Vinge, Vernor	https://en.wikipedia.org/wiki/Vernor_Vinge	Nominated	"The Cookie Monster"	https://en.wikipedia.org/wiki/The_Cookie_Monster_(novella)	Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2005	2005	Willis, Connie	https://en.wikipedia.org/wiki/Connie_Willis	Nominated	"Just Like the Ones We Used to Know"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2006	2006	Link, Kelly	https://en.wikipedia.org/wiki/Kelly_Link	Won	"Magic for Beginners"	https://en.wikipedia.org/wiki/Magic_for_Beginners_(novella)	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2006	2006	Sparhawk, Bud	https://en.wikipedia.org/wiki/Bud_Sparhawk	Nominated	"Clay's Pride"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2006	2006	Sawyer, Robert J.	https://en.wikipedia.org/wiki/Robert_J._Sawyer	Nominated	"Identity Theft"		Down These Dark Spaceways (Science Fiction Book Club)	https://en.wikipedia.org/wiki/Book_of_the_Month_Club
2006	2006	Witcover, Paul		Nominated	"Left of the Dial"		Sci Fiction
2006	2006	Cowdrey, Albert E.	https://en.wikipedia.org/wiki/Albert_E._Cowdrey	Nominated	"The Tribes of Bela"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2007	2007	Kelly, James Patrick	https://en.wikipedia.org/wiki/James_Patrick_Kelly	Won	Burn	https://en.wikipedia.org/wiki/Burn_(novella)	Tachyon Publications	https://en.wikipedia.org/wiki/Tachyon_Publications
2007	2007	Burstein, Michael A.	https://en.wikipedia.org/wiki/Michael_A._Burstein	Nominated	"Sanctuary"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2007	2007	Melko, Paul	https://en.wikipedia.org/wiki/Paul_Melko	Nominated	"The Walls of the Universe"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2007	2007	Shunn, William	https://en.wikipedia.org/wiki/William_Shunn	Nominated	"Inclination"	https://en.wikipedia.org/wiki/Inclination_(novella)	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2008	2008	Kress, Nancy	https://en.wikipedia.org/wiki/Nancy_Kress	Won	"Fountain of Age"	https://en.wikipedia.org/wiki/Fountain_of_Age	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2008	2008	Berman, Judith	https://en.wikipedia.org/wiki/Judith_Berman	Nominated	"Awakening"		Black Gate	https://en.wikipedia.org/wiki/Black_Gate_(magazine)
2008	2008	Hughes, Matt	https://en.wikipedia.org/wiki/Matt_Hughes_(writer)	Nominated	"The Helper and His Hero"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2008	2008	Shepard, Lucius	https://en.wikipedia.org/wiki/Lucius_Shepard	Nominated	"Stars Seen Through Stone"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2008	2008	Sterling, Bruce	https://en.wikipedia.org/wiki/Bruce_Sterling	Nominated	"Kiosk"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2008	2008	Wolfe, Gene	https://en.wikipedia.org/wiki/Gene_Wolfe	Nominated	"Memorare"	https://en.wikipedia.org/wiki/Memorare_(novella)	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2009	2009	Asaro, Catherine	https://en.wikipedia.org/wiki/Catherine_Asaro	Won	"The Spacetime Pool"	https://en.wikipedia.org//w/index.php?title=The_Spacetime_Pool&action=edit&redlink=1	Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2009	2009	Benford, Gregory	https://en.wikipedia.org/wiki/Gregory_Benford	Nominated	"Dark Heaven"		Alien Crimes (Science Fiction Book Club)	https://en.wikipedia.org/wiki/Book_of_the_Month_Club
2009	2009	Eskridge, Kelley	https://en.wikipedia.org/wiki/Kelley_Eskridge	Nominated	"Dangerous Space"		Dangerous Space (Aqueduct Press)	https://en.wikipedia.org/wiki/Aqueduct_Press
